number,incident_state,made_sla,opened_at,impact,urgency,priority,knowledge,resolved_at,closed_at,vendor,product,country
INC0002569,New,True,4/3/2016 14:43,2 - Medium,2 - Medium,3 - Moderate,True,7/6/2016 16:31,12/6/2016 17:07,Emerald,Frog,South Africa
INC0021194,Resolved,True,20/4/2016 09:15,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 09:54,3/5/2016 10:07,Emerald,Frog,Australia
INC0015068,Active,True,4/4/2016 16:48,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 17:57,12/4/2016 17:59,Emerald,Frog,Spain
INC0023292,Active,True,27/4/2016 15:15,2 - Medium,2 - Medium,3 - Moderate,False,7/6/2016 09:31,12/6/2016 10:07,Emerald,Boa,Kenya
INC0015796,Closed,True,6/4/2016 09:18,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 08:46,13/4/2016 08:59,Sapphire,BlueTang,Sweden
INC0010091,Active,True,22/3/2016 14:42,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 10:17,5/4/2016 10:59,Emerald,Turtle,France
INC0008613,Active,True,18/3/2016 09:29,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 09:34,24/3/2016 19:02,Sapphire,Peacock,South Africa
INC0000441,New,True,29/2/2016 22:20,1 - High,1 - High,1 - Critical,True,15/3/2016 13:51,20/3/2016 14:00,Emerald,Croc,Pakistan
INC0020193,Active,True,18/4/2016 09:00,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 12:29,23/4/2016 13:07,Ruby,LadyBug,Thailand
INC0009370,Active,True,21/3/2016 10:50,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 16:47,6/4/2016 16:59,Emerald,Turtle,Netherlands
INC0008058,Awaiting User Info,True,17/3/2016 07:51,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 14:47,3/4/2016 14:59,Sapphire,Glaucus,Sweden
INC0018426,Resolved,True,13/4/2016 07:39,2 - Medium,2 - Medium,3 - Moderate,False,13/4/2016 15:00,18/4/2016 15:07,Emerald,Turtle,Brazil
INC0003809,Resolved,True,7/3/2016 17:51,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 16:52,23/5/2016 11:07,Ruby,Shrimp,Saudi Arabia
INC0000172,Awaiting User Info,True,29/2/2016 10:36,2 - Medium,2 - Medium,3 - Moderate,True,29/2/2016 18:24,5/3/2016 19:00,Ruby,Fox,Thailand
INC0025166,Active,True,3/5/2016 00:16,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 22:13,14/5/2016 23:07,Emerald,Croc,Portugal
INC0005399,New,True,10/3/2016 12:30,2 - Medium,2 - Medium,3 - Moderate,True,24/3/2016 18:25,29/3/2016 18:59,Emerald,Boa,Saudi Arabia
INC0000614,Closed,True,1/3/2016 10:54,2 - Medium,2 - Medium,3 - Moderate,True,2/3/2016 15:57,7/3/2016 16:00,Sapphire,Glaucus,Saudi Arabia
INC0010565,Resolved,True,23/3/2016 13:54,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 08:39,10/4/2016 08:59,Sapphire,Peacock,Argentina
INC0026738,New,True,6/5/2016 09:54,2 - Medium,2 - Medium,3 - Moderate,False,17/5/2016 10:49,22/5/2016 11:07,Ruby,Ant,Israel
INC0025119,Resolved,True,2/5/2016 18:06,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 17:30,10/5/2016 18:07,Ruby,LadyBug,Chile
INC0003127,Resolved,True,7/3/2016 09:11,2 - Medium,2 - Medium,3 - Moderate,True,17/3/2016 14:45,24/3/2016 18:59,Ruby,LadyBug,Portugal
INC0001166,Closed,True,2/3/2016 11:13,2 - Medium,2 - Medium,3 - Moderate,True,2/3/2016 16:28,7/3/2016 17:00,Sapphire,BlueTang,Thailand
INC0011980,Closed,True,28/3/2016 13:22,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 14:23,4/4/2016 16:29,Ruby,Shrimp,Bolivia
INC0001220,Resolved,True,2/3/2016 11:41,1 - High,2 - Medium,2 - High,True,2/3/2016 14:29,7/3/2016 15:00,Emerald,Turtle,Indonesia
INC0012373,Closed,False,29/3/2016 09:51,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 11:11,11/4/2016 11:59,Sapphire,BlueJay,Germany
INC0010324,Closed,True,23/3/2016 08:56,2 - Medium,2 - Medium,3 - Moderate,False,23/3/2016 16:36,28/3/2016 16:59,Emerald,Turtle,Czech Republic
INC0011045,Active,True,24/3/2016 12:09,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 08:34,3/4/2016 08:59,Emerald,Frog,Denmark
INC0012030,Active,True,28/3/2016 14:14,2 - Medium,2 - Medium,3 - Moderate,False,31/3/2016 11:14,5/4/2016 11:59,Ruby,Ant,Norway
INC0017373,Active,True,11/4/2016 08:26,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 09:23,17/4/2016 10:07,Emerald,Croc,Greece
INC0027319,Closed,True,9/5/2016 09:08,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 09:15,14/5/2016 10:07,Emerald,Turtle,Kenya
INC0000280,Active,True,29/2/2016 13:50,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 19:57,24/3/2016 18:40,Emerald,Boa,United Arab Emirates
INC0026457,New,True,5/5/2016 14:25,2 - Medium,2 - Medium,3 - Moderate,False,6/12/2016 10:14,11/12/2016 11:00,Emerald,Croc,Poland
INC0013366,Closed,False,31/3/2016 09:00,2 - Medium,2 - Medium,3 - Moderate,False,24/11/2016 18:22,29/11/2016 19:00,Ruby,LadyBug,Finland
INC0028759,Active,True,12/5/2016 10:47,1 - High,2 - Medium,2 - High,False,26/5/2016 08:44,31/5/2016 09:07,Emerald,Croc,Thailand
INC0012246,Awaiting User Info,True,28/3/2016 23:34,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 14:10,3/4/2016 14:59,Emerald,Turtle,Finland
INC0019208,Resolved,True,14/4/2016 13:23,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 13:31,19/4/2016 14:07,Emerald,Turtle,Mexico
INC0025971,Active,True,4/5/2016 15:43,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 16:26,15/5/2016 17:07,Emerald,Frog,Vietnam
INC0027926,New,True,10/5/2016 14:10,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 11:25,17/5/2016 12:07,Sapphire,Peacock,Singapore
INC0021578,Awaiting User Info,True,20/4/2016 16:41,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 15:15,30/4/2016 16:07,Sapphire,Glaucus,Belgium
INC0006906,Active,True,14/3/2016 17:08,2 - Medium,2 - Medium,3 - Moderate,False,22/3/2016 15:40,27/3/2016 15:59,Emerald,Turtle,Germany
INC0005196,Resolved,True,10/3/2016 09:02,3 - Low,3 - Low,4 - Low,True,21/3/2016 17:03,26/3/2016 17:59,Ruby,Fox,Pakistan
INC0023385,Closed,True,27/4/2016 19:42,3 - Low,3 - Low,4 - Low,False,?,2/5/2016 20:07,Emerald,Frog,United States
INC0022674,New,True,26/4/2016 09:58,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 11:02,1/5/2016 11:07,Emerald,Frog,South Korea
INC0028925,New,True,12/5/2016 15:32,2 - Medium,2 - Medium,3 - Moderate,False,16/5/2016 12:27,21/5/2016 13:07,Ruby,Ant,Israel
INC0026625,Awaiting User Info,True,6/5/2016 00:49,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 09:40,15/5/2016 10:07,Ruby,Ant,Denmark
INC0015544,New,True,5/4/2016 14:33,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 11:09,30/4/2016 11:10,Ruby,Ant,Egypt
INC0024997,Awaiting User Info,True,2/5/2016 14:55,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 11:19,11/5/2016 12:07,Sapphire,Peacock,Japan
INC0020979,Awaiting User Info,True,19/4/2016 14:44,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 16:41,8/5/2016 17:07,Sapphire,Glaucus,Kenya
INC0012413,Awaiting User Info,True,29/3/2016 10:27,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 13:30,3/4/2016 13:59,Emerald,Boa,Denmark
INC0022880,New,True,26/4/2016 15:50,2 - Medium,2 - Medium,3 - Moderate,False,26/4/2016 15:54,1/5/2016 16:07,Ruby,Ant,Singapore
INC0004003,Active,True,8/3/2016 09:06,2 - Medium,2 - Medium,3 - Moderate,True,10/3/2016 09:13,24/3/2016 18:50,Sapphire,Peacock,United States
INC0011715,Active,True,28/3/2016 09:12,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 17:15,6/4/2016 17:59,Ruby,Ant,Mexico
INC0005727,New,True,11/3/2016 08:12,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 16:23,16/4/2016 17:07,Ruby,Shrimp,Nigeria
INC0003035,New,True,7/3/2016 06:54,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 10:48,24/3/2016 18:40,Sapphire,BlueJay,Belgium
INC0009383,Closed,True,21/3/2016 11:05,2 - Medium,2 - Medium,3 - Moderate,False,24/3/2016 15:53,29/3/2016 15:59,Emerald,Frog,Malaysia
INC0003873,New,True,8/3/2016 03:42,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 14:31,24/3/2016 18:41,Sapphire,Glaucus,Bolivia
INC0002332,New,True,4/3/2016 09:51,2 - Medium,2 - Medium,3 - Moderate,True,28/6/2016 10:31,3/7/2016 11:00,Ruby,Shrimp,Norway
INC0017039,Closed,False,8/4/2016 13:50,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 10:12,23/4/2016 11:07,Emerald,Turtle,Ecuador
INC0017849,New,True,11/4/2016 18:59,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 19:10,16/4/2016 20:07,Ruby,Shrimp,Austria
INC0000063,Closed,True,29/2/2016 07:08,2 - Medium,2 - Medium,3 - Moderate,True,29/2/2016 16:01,5/3/2016 17:00,Emerald,Croc,Thailand
INC0001338,Awaiting User Info,True,2/3/2016 14:05,3 - Low,3 - Low,4 - Low,True,4/3/2016 10:15,9/3/2016 11:00,Sapphire,Peacock,Morocco
INC0012115,Active,True,28/3/2016 15:24,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 11:38,19/4/2016 12:07,Sapphire,BlueTang,Netherlands
INC0002623,New,True,4/3/2016 15:53,2 - Medium,2 - Medium,3 - Moderate,True,23/3/2016 11:59,28/3/2016 12:59,Emerald,Boa,Czech Republic
INC0011012,Resolved,True,24/3/2016 11:31,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 16:25,9/4/2016 16:59,Emerald,Boa,Denmark
INC0007024,New,True,15/3/2016 08:35,2 - Medium,2 - Medium,3 - Moderate,False,1/4/2016 11:52,6/4/2016 11:59,Emerald,Boa,Argentina
INC0000637,New,True,1/3/2016 11:26,1 - High,2 - Medium,2 - High,True,3/3/2016 09:24,8/3/2016 10:00,Emerald,Turtle,Germany
INC0012903,Awaiting User Info,True,30/3/2016 09:43,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 12:34,11/4/2016 12:59,Ruby,Ant,Netherlands
INC0003710,Active,True,7/3/2016 15:27,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 14:54,24/3/2016 18:41,Sapphire,Glaucus,Norway
INC0000085,New,True,29/2/2016 08:41,2 - Medium,2 - Medium,3 - Moderate,True,2/3/2016 14:44,7/3/2016 15:00,Sapphire,Glaucus,Thailand
INC0022845,Closed,True,26/4/2016 15:07,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 12:03,2/5/2016 12:07,Ruby,Fox,Egypt
INC0028663,Active,True,12/5/2016 09:00,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 15:13,17/5/2016 16:07,Sapphire,Glaucus,Austria
INC0012225,New,True,28/3/2016 20:06,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 16:03,10/4/2016 16:59,Emerald,Boa,Portugal
INC0018639,Resolved,True,13/4/2016 12:09,2 - Medium,2 - Medium,3 - Moderate,False,13/4/2016 12:30,18/4/2016 13:07,Emerald,Frog,Mexico
INC0028894,Resolved,True,12/5/2016 15:09,2 - Medium,2 - Medium,3 - Moderate,False,18/5/2016 13:50,23/5/2016 14:07,Ruby,Shrimp,Japan
INC0015600,New,True,5/4/2016 15:59,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 14:11,12/4/2016 14:59,Sapphire,BlueJay,Germany
INC0003319,Active,True,7/3/2016 11:11,3 - Low,3 - Low,4 - Low,True,17/3/2016 04:34,24/3/2016 18:59,Ruby,Shrimp,Sweden
INC0027878,New,True,10/5/2016 11:54,2 - Medium,2 - Medium,3 - Moderate,False,10/5/2016 13:47,15/5/2016 14:07,Emerald,Boa,Norway
INC0019778,Resolved,True,15/4/2016 13:57,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 14:11,20/4/2016 15:07,Ruby,LadyBug,Croatia
INC0004410,Active,True,8/3/2016 15:44,2 - Medium,2 - Medium,3 - Moderate,True,4/4/2016 01:41,9/4/2016 01:59,Sapphire,Glaucus,Romania
INC0003256,Resolved,True,7/3/2016 10:35,1 - High,2 - Medium,2 - High,True,30/3/2016 12:24,4/4/2016 12:59,Ruby,Shrimp,Indonesia
INC0007730,Closed,True,16/3/2016 11:36,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 14:06,24/3/2016 19:01,Emerald,Frog,Brazil
INC0004070,New,True,8/3/2016 09:54,3 - Low,3 - Low,4 - Low,True,10/3/2016 11:02,24/3/2016 18:50,Ruby,Fox,India
INC0013447,Active,True,31/3/2016 10:45,2 - Medium,1 - High,2 - High,False,7/4/2016 09:43,12/4/2016 09:59,Emerald,Frog,Australia
INC0002460,New,True,4/3/2016 11:56,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 09:59,24/3/2016 18:40,Ruby,Shrimp,Mexico
INC0009539,Resolved,True,21/3/2016 14:32,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 10:18,3/4/2016 10:59,Emerald,Frog,Netherlands
INC0016818,Awaiting User Info,True,8/4/2016 09:10,2 - Medium,2 - Medium,3 - Moderate,False,13/10/2016 12:08,18/10/2016 13:10,Ruby,Fox,Turkey
INC0025578,Closed,True,3/5/2016 18:05,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 10:37,9/5/2016 11:07,Ruby,LadyBug,Thailand
INC0018356,Active,True,12/4/2016 17:31,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 14:56,19/4/2016 15:07,Ruby,Ant,Belgium
INC0006959,New,True,15/3/2016 01:22,2 - Medium,1 - High,2 - High,False,30/3/2016 15:40,4/4/2016 15:59,Emerald,Croc,Canada
INC0015997,Active,True,6/4/2016 13:46,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 08:36,12/4/2016 08:59,Sapphire,Peacock,Colombia
INC0011043,Active,True,24/3/2016 12:05,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 13:08,11/4/2016 13:59,Emerald,Turtle,Bolivia
INC0022641,Active,True,26/4/2016 09:20,2 - Medium,2 - Medium,3 - Moderate,False,19/5/2016 18:24,24/5/2016 19:07,Ruby,Fox,Ecuador
INC0001011,New,True,2/3/2016 08:42,2 - Medium,1 - High,2 - High,True,2/3/2016 15:34,7/3/2016 16:00,Emerald,Croc,Pakistan
INC0007521,Awaiting User Info,True,16/3/2016 08:05,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 11:40,3/4/2016 11:59,Emerald,Frog,United States
INC0003835,Awaiting User Info,True,7/3/2016 21:05,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 17:54,24/3/2016 18:41,Emerald,Croc,Canada
INC0019926,New,True,15/4/2016 16:09,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 10:22,24/4/2016 11:07,Sapphire,Glaucus,Ecuador
INC0011148,New,True,24/3/2016 14:51,2 - Medium,2 - Medium,3 - Moderate,False,15/4/2016 11:19,20/4/2016 12:07,Emerald,Frog,Saudi Arabia
INC0015407,Closed,True,5/4/2016 10:52,2 - Medium,2 - Medium,3 - Moderate,False,6/4/2016 09:44,11/4/2016 09:59,Emerald,Turtle,Israel
INC0028394,Resolved,True,11/5/2016 12:06,2 - Medium,2 - Medium,3 - Moderate,False,11/5/2016 12:13,16/5/2016 13:07,Emerald,Frog,Italy
INC0021048,New,True,19/4/2016 16:25,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 13:24,8/5/2016 14:07,Emerald,Frog,Netherlands
INC0004718,Awaiting User Info,True,9/3/2016 10:24,2 - Medium,2 - Medium,3 - Moderate,True,22/3/2016 10:38,27/3/2016 10:59,Emerald,Croc,United Kingdom
INC0020174,Closed,False,18/4/2016 08:47,2 - Medium,2 - Medium,3 - Moderate,False,22/4/2016 17:08,27/4/2016 17:10,Ruby,Shrimp,Ukraine
INC0004502,Closed,False,8/3/2016 21:04,2 - Medium,2 - Medium,3 - Moderate,True,9/3/2016 16:09,23/5/2016 11:07,Emerald,Croc,Mexico
INC0028226,Resolved,True,11/5/2016 09:12,2 - Medium,2 - Medium,3 - Moderate,False,24/5/2016 09:39,29/5/2016 10:07,Ruby,Shrimp,India
INC0023836,Active,True,28/4/2016 15:43,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 11:15,17/5/2016 12:07,Sapphire,Peacock,Egypt
INC0026712,Resolved,True,6/5/2016 09:21,2 - Medium,2 - Medium,3 - Moderate,False,6/5/2016 09:35,11/5/2016 10:07,Emerald,Turtle,South Korea
INC0005756,Active,True,11/3/2016 08:48,2 - Medium,2 - Medium,3 - Moderate,False,14/3/2016 10:46,24/3/2016 18:51,Sapphire,Glaucus,Belgium
INC0000778,Active,True,1/3/2016 14:56,2 - Medium,2 - Medium,3 - Moderate,True,4/3/2016 17:33,9/3/2016 18:00,Emerald,Boa,Nigeria
INC0027884,Resolved,True,10/5/2016 12:03,2 - Medium,2 - Medium,3 - Moderate,False,23/5/2016 11:16,28/5/2016 12:07,Ruby,LadyBug,Colombia
INC0015460,Awaiting User Info,True,5/4/2016 11:53,2 - Medium,2 - Medium,3 - Moderate,False,5/4/2016 15:05,10/4/2016 15:59,Sapphire,Glaucus,Sweden
INC0006556,Resolved,True,14/3/2016 10:25,2 - Medium,2 - Medium,3 - Moderate,False,21/3/2016 11:01,26/3/2016 11:59,Emerald,Frog,United Arab Emirates
INC0023059,Resolved,True,27/4/2016 09:37,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 09:51,2/5/2016 10:07,Sapphire,BlueTang,Nigeria
INC0019801,Resolved,True,15/4/2016 14:12,2 - Medium,2 - Medium,3 - Moderate,False,25/4/2016 08:24,30/4/2016 09:07,Ruby,Shrimp,Japan
INC0016075,Active,True,6/4/2016 15:09,2 - Medium,2 - Medium,3 - Moderate,False,14/4/2016 15:24,19/4/2016 16:07,Emerald,Croc,Greece
INC0010826,Closed,False,24/3/2016 08:08,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 15:37,3/4/2016 15:59,Sapphire,Peacock,Romania
INC0016482,New,True,7/4/2016 11:22,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 14:33,12/4/2016 14:59,Sapphire,BlueJay,South Korea
INC0001514,Closed,False,2/3/2016 16:52,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 16:01,24/3/2016 18:40,Ruby,Shrimp,Mexico
INC0016640,New,True,7/4/2016 15:30,2 - Medium,2 - Medium,3 - Moderate,False,8/4/2016 16:01,13/4/2016 16:59,Emerald,Frog,Austria
INC0020747,New,True,19/4/2016 09:00,2 - Medium,2 - Medium,3 - Moderate,False,19/4/2016 13:16,24/4/2016 14:07,Ruby,Fox,Japan
INC0018395,Active,True,13/4/2016 00:21,2 - Medium,2 - Medium,3 - Moderate,False,13/4/2016 00:25,18/4/2016 01:07,Sapphire,Peacock,New Zealand
INC0001122,New,True,2/3/2016 10:36,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 12:10,23/5/2016 11:07,Emerald,Croc,Ukraine
INC0018327,Closed,True,12/4/2016 16:40,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 17:04,17/4/2016 17:07,Ruby,Ant,Vietnam
INC0017165,New,True,8/4/2016 17:17,2 - Medium,2 - Medium,3 - Moderate,False,12/4/2016 11:44,17/4/2016 12:07,Ruby,Shrimp,Hungary
INC0017732,Awaiting User Info,True,11/4/2016 14:57,2 - Medium,1 - High,2 - High,False,13/4/2016 17:02,18/4/2016 16:12,Sapphire,BlueJay,Ecuador
INC0020608,Active,True,18/4/2016 16:58,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 10:15,9/5/2016 11:07,Ruby,Fox,Denmark
INC0026758,New,True,6/5/2016 10:14,2 - Medium,2 - Medium,3 - Moderate,False,16/12/2016 14:33,21/12/2016 15:00,Ruby,LadyBug,Egypt
INC0025118,New,True,2/5/2016 17:56,2 - Medium,2 - Medium,3 - Moderate,False,4/5/2016 14:19,9/5/2016 15:07,Sapphire,Glaucus,Nigeria
INC0004801,Active,True,9/3/2016 11:15,2 - Medium,2 - Medium,3 - Moderate,True,10/3/2016 10:43,24/3/2016 18:51,Sapphire,Peacock,Brazil
INC0025205,New,True,3/5/2016 08:23,2 - Medium,2 - Medium,3 - Moderate,False,5/5/2016 09:13,10/5/2016 10:07,Sapphire,Peacock,Ireland
INC0002379,Resolved,True,4/3/2016 10:30,2 - Medium,2 - Medium,3 - Moderate,True,22/3/2016 09:10,27/3/2016 09:59,Sapphire,BlueTang,Saudi Arabia
INC0009884,Active,True,22/3/2016 10:19,2 - Medium,2 - Medium,3 - Moderate,False,30/3/2016 08:36,4/4/2016 08:59,Ruby,Shrimp,United States
INC0024737,New,True,2/5/2016 09:32,1 - High,1 - High,1 - Critical,False,11/5/2016 10:18,16/5/2016 11:07,Sapphire,Glaucus,Saudi Arabia
INC0023875,Closed,True,28/4/2016 16:45,2 - Medium,2 - Medium,3 - Moderate,False,28/4/2016 16:54,3/5/2016 17:07,Emerald,Turtle,Poland
INC0028761,Resolved,True,12/5/2016 10:51,2 - Medium,2 - Medium,3 - Moderate,False,?,8/6/2016 17:07,Ruby,Fox,Japan
INC0017686,Active,True,11/4/2016 13:55,2 - Medium,2 - Medium,3 - Moderate,False,11/4/2016 14:02,16/4/2016 14:07,Sapphire,Peacock,Mexico
INC0003092,Resolved,True,7/3/2016 08:48,1 - High,1 - High,1 - Critical,True,15/4/2016 11:33,20/4/2016 12:07,Ruby,Fox,South Korea
INC0006124,New,True,11/3/2016 15:15,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 15:21,24/3/2016 19:00,Sapphire,BlueJay,Ireland
INC0008376,Active,True,17/3/2016 14:34,2 - Medium,2 - Medium,3 - Moderate,False,29/3/2016 16:23,3/4/2016 16:59,Emerald,Boa,Portugal
INC0009960,Active,True,22/3/2016 11:31,2 - Medium,2 - Medium,3 - Moderate,False,7/4/2016 10:22,12/4/2016 10:59,Sapphire,BlueJay,Norway
INC0016271,Closed,True,6/4/2016 22:02,2 - Medium,2 - Medium,3 - Moderate,False,?,11/4/2016 22:59,Sapphire,Peacock,Belgium
INC0002138,New,True,3/3/2016 17:25,2 - Medium,2 - Medium,3 - Moderate,True,31/5/2016 15:45,5/6/2016 16:07,Sapphire,Peacock,Ecuador
INC0016901,Awaiting Vendor,True,8/4/2016 10:35,2 - Medium,2 - Medium,3 - Moderate,False,31/10/2016 16:58,5/11/2016 17:00,Emerald,Boa,France
INC0004413,New,True,8/3/2016 15:47,2 - Medium,2 - Medium,3 - Moderate,True,8/3/2016 16:30,24/3/2016 18:41,Ruby,Fox,Saudi Arabia
INC0020049,Active,True,16/4/2016 13:17,2 - Medium,2 - Medium,3 - Moderate,False,20/4/2016 10:54,25/4/2016 11:07,Ruby,Shrimp,France
INC0006769,Resolved,True,14/3/2016 14:12,2 - Medium,2 - Medium,3 - Moderate,False,15/3/2016 14:10,24/3/2016 19:00,Sapphire,Glaucus,Japan
INC0028799,Active,True,12/5/2016 12:33,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 12:42,17/5/2016 13:07,Ruby,Shrimp,New Zealand
INC0007933,Active,True,16/3/2016 16:17,2 - Medium,2 - Medium,3 - Moderate,False,21/3/2016 16:44,26/3/2016 16:59,Ruby,Shrimp,Ukraine
INC0025457,Active,True,3/5/2016 14:13,2 - Medium,2 - Medium,3 - Moderate,False,15/6/2016 10:04,20/6/2016 10:07,Sapphire,BlueJay,Chile
INC0014736,Closed,True,4/4/2016 10:03,2 - Medium,2 - Medium,3 - Moderate,False,4/4/2016 15:16,9/4/2016 15:59,Emerald,Turtle,China
INC0027392,New,True,9/5/2016 10:40,2 - Medium,2 - Medium,3 - Moderate,False,9/5/2016 11:14,14/5/2016 12:07,Emerald,Boa,Ireland
INC0003324,Closed,False,7/3/2016 11:14,2 - Medium,2 - Medium,3 - Moderate,True,7/3/2016 11:22,24/3/2016 18:41,Ruby,Fox,Denmark
INC0007941,Resolved,True,16/3/2016 16:32,2 - Medium,2 - Medium,3 - Moderate,False,16/3/2016 16:39,23/5/2016 11:07,Sapphire,BlueTang,United States
INC0028866,Active,True,12/5/2016 14:34,2 - Medium,2 - Medium,3 - Moderate,False,18/5/2016 11:43,23/5/2016 12:07,Ruby,Shrimp,Hungary
INC0007947,Closed,True,16/3/2016 16:39,2 - Medium,2 - Medium,3 - Moderate,False,17/3/2016 09:46,24/3/2016 19:01,Ruby,Ant,Indonesia
INC0020021,Resolved,True,16/4/2016 04:33,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 08:00,23/4/2016 08:07,Ruby,Shrimp,United Arab Emirates
INC0000579,Closed,True,1/3/2016 09:57,2 - Medium,2 - Medium,3 - Moderate,True,3/3/2016 18:34,8/3/2016 19:00,Emerald,Boa,Kenya
INC0025036,Active,True,2/5/2016 15:50,2 - Medium,2 - Medium,3 - Moderate,False,3/5/2016 16:33,8/5/2016 17:07,Ruby,Shrimp,Portugal
INC0021518,Resolved,True,20/4/2016 16:01,2 - Medium,2 - Medium,3 - Moderate,False,2/5/2016 13:04,7/5/2016 13:07,Sapphire,BlueJay,Nigeria
INC0025509,Closed,False,3/5/2016 15:33,2 - Medium,2 - Medium,3 - Moderate,False,25/5/2016 10:46,30/5/2016 11:07,Sapphire,Glaucus,Bolivia
INC0005046,Active,True,9/3/2016 16:10,1 - High,2 - Medium,2 - High,True,23/3/2016 16:46,28/3/2016 16:59,Emerald,Turtle,Peru
INC0008987,Resolved,True,18/3/2016 22:38,2 - Medium,2 - Medium,3 - Moderate,False,18/3/2016 22:56,23/5/2016 11:07,Emerald,Croc,Belgium
INC0014202,Resolved,True,1/4/2016 15:07,2 - Medium,2 - Medium,3 - Moderate,False,18/4/2016 13:24,23/4/2016 14:07,Emerald,Turtle,Hungary
INC0011364,Resolved,True,25/3/2016 08:18,2 - Medium,2 - Medium,3 - Moderate,False,?,30/3/2016 08:59,Emerald,Turtle,Belgium
INC0023069,New,True,27/4/2016 09:51,2 - Medium,2 - Medium,3 - Moderate,False,27/4/2016 09:55,2/5/2016 10:07,Emerald,Frog,Vietnam
INC0016644,Active,True,7/4/2016 15:41,2 - Medium,2 - Medium,3 - Moderate,False,13/4/2016 16:20,18/4/2016 16:14,Ruby,LadyBug,Bolivia
INC0005078,New,True,9/3/2016 17:08,2 - Medium,2 - Medium,3 - Moderate,True,11/3/2016 11:01,24/3/2016 18:51,Emerald,Boa,Greece
INC0027929,Resolved,True,10/5/2016 14:15,2 - Medium,2 - Medium,3 - Moderate,False,12/5/2016 17:41,17/5/2016 18:07,Ruby,LadyBug,Chile
